name,address,rating,user_ratings_total,place_id,types,taluka,latitude,longitude,Unnamed: 9,Unnamed: 10,categories
Mandrem Beach,"MP95+VR7, Near Chopdem, Mandrem, Goa 403527, India",4.6,6875.0,ChIJ0YVAXejuvzsRwE5XWdcQbO4,"tourist_attraction, point_of_interest, establishment, beach, relaxation, scenic, photography, peaceful",Bardez (Mapusa),15.6696522,73.7095472,,,"['beaches', 'peaceful', 'photography', 'relaxation', 'scenic']"
Keri Beach,"PM6R+VQ5, Querim, Goa 403524, India",4.6,4445.0,ChIJ4ayK8NDvvzsR78k8dPh_ryw,"tourist_attraction, point_of_interest, establishment,beach",Pernem,15.7087743,73.6929842,,,['beaches']
Ashvem Beach,"Ashvem Beach, Goa, India",4.6,2570.0,ChIJx3JytMXuvzsRl1R6ni18FbY,"natural_feature, establishment",Pernem,15.6437966,73.7174025,,,['beaches']
Morjhim Beach,"Morjhim Beach, Morjim, Goa 403512, India",4.6,2050.0,ChIJFUx4sUjpvzsRODyBpvAASV0,"natural_feature, establishment",Pernem,15.6246696,73.7292137,,,['beaches']
AAA All About Alcohol Museum,"Main Road, Candolim, Goa 403515, India",4.6,2010.0,ChIJ2dIMYnfBvzsREa3ZA2AyWyw,"museum, point_of_interest, establishment",Bardez (Mapusa),15.5095841,73.7693015,,,['historical']
Querim Beach,"Querim Beach, Goa, India",4.6,1494.0,ChIJ4-pZ_tDvvzsRA_whdNQx120,"natural_feature, establishment",Bardez (Mapusa),15.7192093,73.6900414,,,['beaches']
Morjim Beach Goa,"Tem, Morjim, Goa 403512, India",4.6,1446.0,ChIJr4aj2XbpvzsR0tYp5LuuRh8,"point_of_interest, establishment",Pernem,15.6173203,73.7335798,,,['beaches']
St. Jerome Church,"HRQ9+Q9R, Market Rd, Angod, Mapusa, Goa 403507, India",4.6,1209.0,ChIJ6W_gAd7qvzsRJwDxJqg3318,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Bardez (Mapusa),15.589499,73.818388,,,"['food', 'historical', 'religious', 'shopping']"
Arambol Mountain,"MMVX+9QV, near beach, Arambol, Goa 403524, India",4.6,1062.0,ChIJm4dSXLPvvzsRL6X7fFMDKVI,"tourist_attraction, point_of_interest, establishment",Pernem,15.6934972,73.6994326,,,['beaches']
Our Lady of Merces Church,"Colva Beach Rd, near Infant Jesus High School, Fatona, Colva, Goa 403708, India",4.6,1005.0,ChIJgzYWXhu0vzsRfZwjXKrB9Ms,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Salcete (Margao),15.2784948,73.9224645,,,"['beaches', 'historical', 'religious']"
Cavelossim Beach,"5WCR+QPX, Cavelossim Rd, Cavelossim, Goa 403731, India",4.6,949.0,ChIJLYXba5JNvjsR3qfx825JZX8,"point_of_interest, establishment,beach",Salcete (Margao),15.1719963,73.9418611,,,['beaches']
Mobor Beach,"Mobor Beach, India",4.6,916.0,ChIJqXb8dYZMvjsRxawF2w4G7zU,"natural_feature, establishment",Salcete (Margao),15.1563886,73.9457178,,,['beaches']
"St. Cajetan Church, Goa","GW48+62M, Old Goa, Goa 403402, India",4.6,860.0,ChIJPzptf4u-vzsRYl7FhM9LGJc,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5055969,73.9150423,,,"['historical', 'religious']"
"Palolem Beach, GOA","225G+83J, Mohanbagh, Palolem, Canacona, Goa 403702, India",4.6,828.0,ChIJr7GCQHpbvjsRTjE2wcXpE_I,"tourist_attraction, point_of_interest, establishment,beach",Canacona,15.0083261,74.0251467,,,['beaches']
Morgim Beach,"Morgim Beach, Morjim, Goa 403512, India",4.6,648.0,ChIJLcOVXEPpvzsRI3q63F4VEf0,"natural_feature, establishment",Pernem,15.6154449,73.7363853,,,['beaches']
Cola beach kayaking - ADI kayaking service,"Cola Beach Rd, Canacona, Kola, Goa 403702, India",4.6,505.0,ChIJXwPVMhdbvjsRu59-xLH3ecw,"tourist_attraction, travel_agency, point_of_interest, store, establishment,adventure",Canacona,15.0573791,73.9713667,,,"['adventure', 'beaches', 'shopping']"
Sinquerim Beach,"FQX8+MXF, Sinquerim, Candolim, Goa 403519, India",4.6,481.0,ChIJM5xmqdrBvzsR0UQsbvbKJDA,"tourist_attraction, point_of_interest, establishment,beach",Bardez (Mapusa),15.4991764,73.7674326,,,['beaches']
Benaulim beach,"7W39+7X7, Benaulim, Goa 403716, India",4.6,476.0,ChIJK01FI2K1vzsRoVMmY1ivMpE,"tourist_attraction, point_of_interest, establishment,beach",Salcete (Margao),15.2531713,73.9199206,,,['beaches']
"De Soul Santé, Morjim Beach","Vithaldas wada, Pernem, Goa 403512, India",4.6,456.0,ChIJwwVBkKDpvzsR9fnvm-vckIU,"lodging, restaurant, food, point_of_interest, clothing_store, store, establishment",Pernem,15.6289499,73.7274457,,,"['beaches', 'food', 'shopping']"
Majorda beach,"8W63+F4J, Majorda, Goa 403713, India",4.6,337.0,ChIJwTfthqi3vzsRpAgUskiy6l4,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.3112107,73.9027669,,,['beaches']
Vagator Hill View,"Chapora Fort Trail, Vagator, Goa 403509, India",4.6,320.0,ChIJNb7bl2jpvzsRQJxMZFXA3vo,"park, point_of_interest, establishment",Bardez (Mapusa),15.6009571,73.7342742,,,"['fort', 'historical', 'nature', 'scenic']"
Sinquerim Fort view Point,"FQX7+2XG, Below Taj holiday village Sinquerim, beach, Aguada Fort Area, Candolim, Goa 403515, India",4.6,308.0,ChIJTYvlxXfBvzsRoLIpck2UZqE,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.4975629,73.7649449,,,"['beaches', 'fort', 'historical', 'scenic']"
Relics Of St. Francis Xavier,"GW26+8M8, Old Goa Road, Old Goa, Goa 403402, India",4.6,283.0,ChIJ3VHkufK-vzsR-qTYDyPRyq4,"tourist_attraction, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5007713,73.9116972,,,['historical']
Churches and Convents of Goa,"GW26+WPJ, Old Goa, Goa 403402, India",4.6,218.0,ChIJuYbOebq_vzsR4EdqL-jhF2E,"point_of_interest, establishment,religious",Salcete (Margao),15.5023377,73.9117653,,,"['historical', 'religious']"
Turtle Beach,"Turtle Beach, Poingunin, Goa 403702, India",4.6,211.0,ChIJoz6KFzxbvjsR3KwmyqFf0QY,"natural_feature, establishment",Canacona,14.9599248,74.0489962,,,['beaches']
Archbishop's Palace,"FRRG+QF7, Altinho, Panaji, Goa 403001, India",4.6,201.0,ChIJK7CL6JHAvzsRcYYIaKrhVJw,"point_of_interest, establishment",Tiswadi (Panaji),15.491944,73.8261593,,,['historical']
Turtle Beach Morjim,"JP7P+WRQ, Kannaikwada, Morjim, Goa 403512, India",4.6,172.0,ChIJwy5iUwvpvzsRbT4ZrrFPizk,"tourist_attraction, point_of_interest, establishment",Pernem,15.6148324,73.7371049,,,['beaches']
St. Michael Archangel Church,"6XC4+7XM, Orlim Bridge, Orlim, Goa 403724, India",4.6,151.0,ChIJ2Vmq7WqzvzsRMvABwbVSGcg,"church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.2208114,73.957465,,,"['historical', 'religious']"
Varca Beach,"6WRF+4FQ, Beach, Fatrade, Varca, Goa 403721, India",4.6,148.0,ChIJTZdY_DS1vzsRVovHOR5eyQM,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.2403367,73.923747,,,['beaches']
Convent of Santa Monica and The Chapel of The Weeping Cross,"GW24+CXQ Monte Santo, Old Goa, Goa 403402, India",4.6,111.0,ChIJ1TGrOvK-vzsR97M1pNwn4yY,"tourist_attraction, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5009908,73.9073793,,,"['historical', 'religious']"
KA-GO Border Beach,"W32M+PVH, Loliem, Goa 403728, India",4.6,66.0,ChIJl9-1rQtdvjsREn9dtrSRftE,"tourist_attraction, point_of_interest, establishment,beach",Canacona,14.901806,74.0847427,,,['beaches']
Cola backwaters kayaking spot,"Cola Beach Rd, Canacona, Kola, Goa 403702, India",4.6,57.0,ChIJD4hhuDtPvjsR_Wfabyrh0oQ,"tourist_attraction, point_of_interest, establishment",Canacona,15.05696,73.9714593,,,"['adventure', 'beaches']"
Main Altar Of Church Of St. Augustine,"GW24+483, Old Goa, Goa 403402, India",4.6,48.0,ChIJXRkP7vG-vzsR4oOh-TTs0Zw,"point_of_interest, establishment",Salcete (Margao),15.5002558,73.9057977,,,"['historical', 'religious']"
Anjuna Beach,"Monteiro Vaddo, Anjuna, Goa 403509, India",4.6,41.0,ChIJb2Nex3jpvzsRkBsDLIIHGBE,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.5761254,73.7403916,,,['beaches']
Candolim Beach Entry Gate,"573, Candolim Beach Rd, Candolim, Goa 403515, India",4.6,40.0,ChIJER7Qg7HBvzsRuBcwWRhOKv0,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.5181114,73.7638247,,,['beaches']
Archdiocese of Goa & Daman,"Archbishop's House, Altinho, Panaji",4.6,33.0,ChIJUaDp2fK-vzsR-hP5gyIRAOc,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4917463,73.826237,,,"['historical', 'nature', 'religious']"
Ruins of Lakshmi Narayana Swamy Temple,"452V+P96, Vichundrem, Digali, Goa 403704, India",4.6,21.0,ChIJl5gSxGpWvjsRoE1V_M81zJk,"hindu_temple, place_of_worship, point_of_interest, establishment",Sanguem,15.1017751,74.1933999,,,"['historical', 'religious']"
Farmagudi Fort,"CX7Q+2PW, NH 4A, Donshiwado, Ponda, Bandiwada, Goa 403401, India",4.6,18.0,ChIJ__-_zvC6vzsRSPY1enbIgUw,"point_of_interest, establishment",Ponda,15.412509,73.9891553,,,"['fort', 'historical']"
Royal Chapel of St. Anthony,"Royal Chapel of St Antony, Old Goa, Goa 403402, India",4.6,16.0,ChIJ4TTwkvG-vzsR_nQNomX0_H8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5006988,73.9056926,,,"['historical', 'religious']"
"Indian National Flag, Aguada Fort","FQVF+6JF, Fort Aguada Rd, Aguada Fort Area, Candolim, Goa 403515, India",4.6,10.0,ChIJWwq-JwDBvzsRBcwj98mY6D0,"point_of_interest, establishment",Bardez (Mapusa),15.4929398,73.774347,,,"['fort', 'historical']"
Condy Fort,"6XGC+MPX, Sirlim, Devsua, Goa 403725, India",4.6,8.0,ChIJUdbhLgCzvzsRX99wRRZe8D0,"point_of_interest, establishment",Salcete (Margao),15.2265769,73.9720064,,,"['fort', 'historical']"
Palolem beach Mr Lucky Boat service,"Palolem, Canacona, Goa 403702, India",4.6,5.0,ChIJE5JEvypFvjsRkHpy_9BiESo,"tourist_attraction, point_of_interest, establishment",Canacona,15.010524,74.0225425,,,['beaches']
Basilica of Bom Jesus,"Old Goa Road, Old Goa, Goa 403402, India",4.5,66043.0,ChIJiQKbufK-vzsRuKcVn2hWgB4,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,historical,religious",Salcete (Margao),15.5008429,73.9114097,,,"['historical', 'religious']"
Candolim Beach,"Candolim Beach Rd, Candolim, Goa 403515, India",4.5,42536.0,ChIJv9F7IjzBvzsR70r6HmyML_o,"tourist_attraction, point_of_interest, establishment,beach",Bardez (Mapusa),15.5179749,73.7626122,,,['beaches']
Baga Beach,"Tito's Ln, Baga, Calangute, Goa 403516, India",4.5,41273.0,ChIJwwC70xzqvzsRwtCdkhYXhE0,"point_of_interest, establishment,beach,nightlife",Bardez (Mapusa),15.5581911,73.7506843,,,"['beaches', 'nightlife']"
Sinquerim Fort,"FQX8+9GH, Candolim, Goa, India",4.5,18599.0,ChIJ2SyWw3XBvzsREmaXkve8H78,"tourist_attraction, point_of_interest, establishment,fort,historical",Bardez (Mapusa),15.4984466,73.7663559,,,"['fort', 'historical']"
Se Cathedral,"Old Goa, Goa 403402, India",4.5,6710.0,ChIJE0a0LfO-vzsR8JyKJEBHTMk,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Salcete (Margao),15.5035996,73.9122204,,,"['historical', 'religious']"
Hill Top Goa,"Hilltop, Ozran Beach Rd, near St. Michael's School, Vagator, Goa 403509, India",4.5,6599.0,ChIJDz2o1n7pvzsRlVYVpfwcGg0,"point_of_interest, establishment,nightlife",Bardez (Mapusa),15.5931968,73.7423909,,,"['beaches', 'nightlife']"
Majorda Beach,"Majorda Beach, Goa, India",4.5,6217.0,ChIJg8LF7u22vzsR2c7E-5SsnVs,"natural_feature, establishment, beach, peaceful, scenic, photography, relaxation",Salcete (Margao),15.3111553,73.9018114,,,"['beaches', 'peaceful', 'photography', 'relaxation', 'scenic']"
Vagator Beach Sunset Point,"JP2M+CFM, Vagator Beach Rd, Vagator, Goa 403509, India",4.5,5524.0,ChIJww0daCnpvzsR09UMQ9s7oFk,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.601075,73.733682,,,"['beaches', 'photography']"
Butterfly Beach,"Butterfly Beach, Devalkajjan, Goa 403702, India",4.5,5209.0,ChIJ8YfoFopPvjsRJzVErf5JQok,"natural_feature, establishment",Canacona,15.0196019,74.001647,,,"['beaches', 'nature']"
Church of St. Francis of Assisi,"Off National Highway 4, Old Goa, Goa 403402, India",4.5,4807.0,ChIJ78JjO_O-vzsRRzk9_PvVgE0,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Salcete (Margao),15.5030158,73.911237,,,"['historical', 'religious']"
St. Augustine Tower,"Church of St. Augustine Ruins, Old Goa, Goa 403402, India",4.5,3868.0,ChIJ7YKn9fG-vzsRqG6gJbaQxPs,"tourist_attraction, point_of_interest, establishment,viewpoint,historical,religious",Salcete (Margao),15.5005094,73.9064616,,,"['historical', 'religious', 'scenic']"
"Sernabatim Beach, Colva","7W78+GQP, Colva, Benaulim, Goa 403708, India",4.5,2513.0,ChIJLVsgjRS0vzsRQl0jQVGvgJI,"tourist_attraction, point_of_interest, establishment, beach, relaxation, scenic, photography, peaceful",Salcete (Margao),15.2638375,73.9169531,,,"['beaches', 'peaceful', 'photography', 'relaxation', 'scenic']"
Ozran Beach,"Ozran Beach, Anjuna, Goa, India",4.5,2262.0,ChIJuyzTNnfpvzsRbeKRVdrY7wo,"natural_feature, establishment, beach, relaxation, scenic, nightlife",Bardez (Mapusa),15.593719,73.7344677,,,"['beaches', 'nightlife', 'relaxation', 'scenic']"
Butterfly Beach Goa,"2292+RMJ, Butterfly Beach Rd, Devalkajjan, Goa 403702, India",4.5,2000.0,ChIJe86NrwdPvjsRFvqcDwHvsqk,"tourist_attraction, point_of_interest, establishment,beach,nature",Canacona,15.0195801,74.001638,,,"['beaches', 'nature']"
Vagator Beach View,"HPXM+Q9F, Vagator, Goa 403509, India",4.5,1852.0,ChIJc5ouLHDpvzsR9nHjejLY4e4,"tourist_attraction, point_of_interest, establishment,beach,viewpoint",Bardez (Mapusa),15.5994407,73.7334125,,,"['beaches', 'scenic']"
Sunset Beach,"Sunset Beach, Goa, India",4.5,1735.0,ChIJ4evHw5O2vzsRl0btkGSiHIg,"natural_feature, establishment",Salcete (Margao),15.3012749,73.9049348,,,"['beaches', 'photography']"
Our Lady of Grace Church,"7XF5+9HM, Isidorio Baptista Rd, Pajifond, Madgaon, Goa 403601, India",4.5,1560.0,ChIJLZPlLeizvzsRtDw4-0Z1nns,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Salcete (Margao),15.273472,73.958916,,,"['historical', 'religious']"
Betalbatim Beach,"7WV5+464, Fatona, Betalbatim, Goa 403713, India",4.5,1431.0,ChIJyUH4oJm2vzsRfO9h7HYF6CE,"point_of_interest, establishment",Salcete (Margao),15.2927539,73.908082,,,['beaches']
Kaurati's Caves,"Unnamed Road, Aguada Fort Area, Candolim, Goa 403515, India",4.5,1204.0,ChIJnRktZeLBvzsR0FO3uIXpDqk,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.4942477,73.7666941,,,"['fort', 'historical']"
Sea Queen Beach Resort & Spa,"96/5.5, Beach Road, Fatona, Colva, Betalbatim, Goa 403713, India",4.5,1108.0,ChIJOfwpabm3vzsRgPj1ugTS_JQ,"bar, spa, lodging, restaurant, point_of_interest, food, establishment",Salcete (Margao),15.2881587,73.9123698,,,"['beaches', 'food', 'nightlife']"
Utorda Beach,"8V9X+RCV, Utorda, Goa 403713, India",4.5,1015.0,ChIJFX_X4vq2vzsRD8vMc2kuQ8Q,"point_of_interest, establishment",Mormugao (Vasco),15.3196183,73.8985491,,,['beaches']
"Cabo View Point, Panjim","FQ5X+V23, Raj Bhavan Rd, Dona Paula Jetty, Panaji, Goa 403004, India",4.5,848.0,ChIJAZNVij_BvzsRdAHEnNaGR6o,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4596433,73.7975451,,,"['beaches', 'scenic']"
Betul Beach,"Betul Beach, Mobor Beach, Goa, India",4.5,838.0,ChIJRb4XN2NMvjsRSIXR2ceIhxM,"natural_feature, establishment",Salcete (Margao),15.1464602,73.9481058,,,['beaches']
Polem Beach,"Polem Beach, Goa, India",4.5,821.0,ChIJzY0CZ15cvjsRF1OibJhH4VE,"natural_feature, establishment",Canacona,14.9083424,74.0818743,,,['beaches']
Carmona Beach,"Carmona Beach, Goa, India",4.5,819.0,ChIJVZpSmqm0vzsRI8XB5yFFocQ,"natural_feature, establishment",Salcete (Margao),15.2010731,73.9337777,,,['beaches']
Rajbag Beach,"Rajbag Beach, Goa, India",4.5,751.0,ChIJjfn2ZM5avjsRcWvuVzdlk_8,"natural_feature, establishment",Canacona,14.9850204,74.038458,,,['beaches']
"Our Lady of Good Hope Church, Candolim","GQ9G+5WW, Candolim, Goa 403511, India",4.5,655.0,ChIJj8rE_7vBvzsRoMEWGV1J-Nc,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Tiswadi (Panaji),15.5179909,73.777324,,,"['historical', 'religious']"
Aguada Rocky Beach,"Aguada Rocky Beach, Unnamed Rd, Aguada Fort Area, Candolim, Goa 403515, India",4.5,626.0,ChIJFWX6VHLBvzsRrtY68GrdDNA,"natural_feature, establishment",Bardez (Mapusa),15.4916426,73.7681518,,,"['beaches', 'fort', 'historical']"
St. Michael's Church,"Junction, Anjuna Beach Road, Bouta Waddo, Chapora, Anjuna, Goa 403510, India",4.5,614.0,ChIJtQOjQTPqvzsRK9oqbZt9oI0,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.5899919,73.7642162,,,"['beaches', 'religious']"
The Figueiredo Mansion,"Loutolim, Goa 403718, India",4.5,587.0,ChIJl4dvbvewvzsRIpK7JrHcKrI,"museum, lodging, point_of_interest, establishment",Salcete (Margao),15.3464604,73.979126,,,['historical']
Pebbles Beach,"3WPC+MVG, Kola, Canaguinim, Goa 403703, India",4.5,572.0,ChIJnTm8NW1JvjsRxn2viLfxvko,"tourist_attraction, park, point_of_interest, establishment, beach, peaceful, scenic, photography, relaxation",Canacona,15.0866772,73.9222132,,,"['beaches', 'nature', 'peaceful', 'photography', 'relaxation', 'scenic']"
Sernabatim Beach,"Sernabatim Beach, Goa, India",4.5,547.0,ChIJDTRXTxS0vzsR1ETHp5kr9GQ,"natural_feature, establishment",Salcete (Margao),15.2667239,73.9150395,,,['beaches']
Siridao Rock Beach,"CVP6+877, Siridao, Goa 403108, India",4.5,495.0,ChIJty0vRly5vzsR89Oss_mrsjU,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.435788,73.8606813,,,['beaches']
"St. Lawrence's Church, Sinquerim","FQVJ+HQ8, Aguada - Siolim Rd, near Aguada Fort, Sinquerim, Candolim, Goa 403515, India",4.5,492.0,ChIJTyDobA_BvzsRqBnIYAKyKVo,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4939002,73.7819478,,,"['fort', 'historical', 'religious']"
St. Diogo's Church,"Sangolda, Goa 403510, India",4.5,449.0,ChIJqSzzbY_qvzsRHhDqLOqL2iY,"church, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.5614189,73.8034299,,,"['historical', 'religious']"
Gonsua Betalbatim Beach,"Pacheco Vaddo, Gansua, Betalbatim, Goa 403713, India",4.5,391.0,ChIJg5uysxq3vzsRO8TaBsR85ts,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.3072064,73.9030586,,,['beaches']
Way To Palolem Beach,"226P+CG2, MDR49, Nagorcem, Canacona, Goa 403702, India",4.5,389.0,ChIJhaL1c65avjsRRD7QuD02P7w,"tourist_attraction, point_of_interest, establishment",Canacona,15.0110003,74.0362607,,,['beaches']
Chapel of St. Francis Xavier,"GW29+8M5, Old Goa, Goa 403402, India",4.5,340.0,ChIJL5VuzY--vzsRomHlFP3bsyI,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5007503,73.9192267,,,"['historical', 'religious']"
Canaguinim Beach,"Canaguinim Beach, Canaguinim, Goa, India",4.5,338.0,ChIJHVpLy3RMvjsRguxvHH40oYs,"natural_feature, establishment",Salcete (Margao),15.1269262,73.9402071,,,['beaches']
Galeria de Arte da Basílica do Bom Jesus,"GW26+7GW, National Hwy 4A Bypass Rd, Old Goa, Goa 403402, India",4.5,329.0,ChIJW5wLvPK-vzsRcm-uEwdR0EI,"art_gallery, point_of_interest, establishment",Salcete (Margao),15.5008576,73.9113513,,,"['historical', 'religious']"
Varca Beach @ Club Mahindra Varca Beach Resort,"Club Mahindra Beach Resort, Beach, Fatrade, Varca, Goa 403721, India",4.5,295.0,ChIJL1ecGyW1vzsRd-2niHP2vwk,"tourist_attraction, lodging, point_of_interest, establishment",Salcete (Margao),15.2237671,73.9289228,,,"['beaches', 'nightlife']"
Goa The Village Agonda,"279/a dawalkhazen agonda Agonda beach road dawalkhazen agonda, Canacona, Goa 403702, India",4.5,265.0,ChIJzQbI6HVPvjsRUeyFZPkd-TM,"bar, lodging, restaurant, food, health, point_of_interest, establishment",Canacona,15.0471503,73.9851229,,,"['beaches', 'food', 'nightlife']"
Boho By The Beach,"Boho By The Beach, 1384/A, Teamwaddo Pernem, Morjim, Goa 403512, India",4.5,263.0,ChIJ22z3Yi7pvzsRZdq92PiJDlw,"lodging, health, point_of_interest, establishment",Pernem,15.6234773,73.732984,,,['beaches']
Colomb Beach,"Colomb Beach, Goa, India",4.5,237.0,ChIJ0ROleEtFvjsRqkMyxRepPu8,"natural_feature, establishment",Canacona,15.0026499,74.0271825,,,['beaches']
Francoise beach,"GQ67+JV3, Candolim, Goa 403515, India",4.5,220.0,ChIJQfjVvdbBvzsRMto7GRPLuBA,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.5114419,73.7646301,,,['beaches']
Small Cola Beach,"Chota, Cola Beach, Kola, Goa 403511, India",4.5,218.0,ChIJr4Fm6uNOvjsRC329aus11sA,"tourist_attraction, point_of_interest, establishment",Pernem,15.0652079,73.9674837,,,"['beaches', 'shopping']"
Kalacha Beach,"Kalacha Beach, Goa, India",4.5,190.0,ChIJ20Jku7XvvzsRPk38pE7DnSw,"natural_feature, establishment",Pernem,15.6977812,73.6971985,,,['beaches']
Estátua de Jesus,"GW37+J6H, Old Goa, Goa 403402, India",4.5,144.0,ChIJUW7ot4y-vzsROtZKFppwIhI,"point_of_interest, establishment",Salcete (Margao),15.504073,73.9131182,,,['historical']
Church of Our Lady of the Rosary,"GW23+PX9, Old Goa, Goa 403402, India",4.5,127.0,ChIJ89dPoPG-vzsRpKOATjYJRvE,"church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.501778,73.9049807,,,"['historical', 'religious']"
South Goa Beach,"7WJ7+22, Fatona, Colva, Goa 403708, India",4.5,110.0,ChIJQe7CZFC1vzsRneBmVt-Em5k,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.2796582,73.912281,,,['beaches']
"São Pedro Church, Goa","GV2W+4VH, Old Goa, Baingini, Goa 403402, India",4.5,91.0,ChIJ624yk_q-vzsRS1inwISMJ4Y,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.5002292,73.8972411,,,"['historical', 'religious']"
Dudhsagar Watchtower,"8857+H9Q, Sonauli",4.5,59.0,ChIJCSnWIz8DvzsR5eMWjTFqWYI,"tourist_attraction, point_of_interest, establishment",Quepem,15.309264,74.3130526,,,['historical']
Church and Convent of St. John of God,"Monte Santo, Old Goa, Goa 403402, India",4.5,56.0,ChIJWbMUFfK-vzsRxQGL0-uPxFM,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5007488,73.9078115,,,"['historical', 'religious']"
Japanese Beach,"CQ4P+PFM, Headland Sada, Vasco Da Gama, Mormugao, Goa 403804, India",4.5,37.0,ChIJlVnNLwDHvzsR2HLCAvOgE5w,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4059645,73.7863033,,,['beaches']
Aguada fort photoshoot point,"FQRF+QJR, Aguada Fort Area, Candolim, Goa 403515, India",4.5,32.0,ChIJayK1XwDBvzsROqDbHKhn5u0,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.4916926,73.7739531,,,"['fort', 'historical', 'photography']"
Dragonfly Beach,"2294+8Q, Canacona, Chauri, Goa 403702, India",4.5,22.0,ChIJZ74AN0FFvjsRzdj0wEYZ5c4,"tourist_attraction, point_of_interest, establishment",Canacona,15.0182525,74.0069794,,,['beaches']
aivão creek,"FQ5X+VF6, Aivão Beach Rd, Caranzalem, Dona Paula, Panaji, Goa 403004, India",4.5,11.0,ChIJnRvRiQrBvzsRPkEINzhZkHU,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4596692,73.7986398,,,['beaches']
Sada beach,"CQ4P+HJ3, Marmugao Port Trust Colony, Vasco Da Gama, Mormugao, Goa 403804, India",4.5,8.0,ChIJ73lVbwDHvzsRjcDsuc01CpM,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4063837,73.7865601,,,['beaches']
Praia da Luis e Cris / beach,"House No: 270, Neptune Point Colomb Beach, via, Palolem, Canacona, Goa 403702, India",4.5,6.0,ChIJ41Yv36dFvjsRXFiUkgGKvvw,"tourist_attraction, point_of_interest, establishment",Canacona,15.0022031,74.0283995,,,['beaches']
Calangute Beach,"Calangute Beach, Goa, India",4.4,29353.0,ChIJK-30SAHqvzsRF30lXa0vWcs,"natural_feature, establishment, beach, nightlife, shopping, scenic, water sports",Bardez (Mapusa),15.549441,73.7534857,,,"['adventure', 'beaches', 'nightlife', 'scenic', 'shopping', 'water sports']"
Cabo de Rama Fort,"3WQC+GJ8, Taluka Cabo da Rama, Canacona, Goa 403702, India",4.4,15290.0,ChIJy1w3MFFJvjsRW9cTbAchLdw,"tourist_attraction, point_of_interest, establishment,fort,historical",Canacona,15.0887849,73.9215933,,,"['fort', 'historical']"
Vagator Beach,"Vagator Beach, Anjuna, Goa, India",4.4,12983.0,ChIJrwFB_W7pvzsRAxuEMqa-5x8,"natural_feature, establishment",Bardez (Mapusa),15.6029835,73.733627,,,['beaches']
Archaeological Survey of India,"GW36+79H, Old Goa, Goa 403402, India",4.4,11103.0,ChIJk8ZOOfO-vzsRKrPdHNmlgSE,"museum, point_of_interest, establishment",Salcete (Margao),15.5031845,73.9109878,,,['historical']
Reis Magos Fort,"Nerul - Reis Margos Rd, beside three kings church, Bardez, Verem, Nerul, Goa 403109, India",4.4,11097.0,ChIJYeGT3PDAvzsRS8Ckp0KjgGs,"point_of_interest, establishment,fort,historical",Tiswadi (Panaji),15.4964204,73.8091839,,,"['fort', 'historical', 'nightlife', 'religious']"
