name,address,rating,user_ratings_total,place_id,types,taluka,latitude,longitude,Unnamed: 9,Unnamed: 10,categories
Padnir sunset point,"MQ5C+CV8, Parse, Goa 403512, India",4.3,6.0,ChIJkaSbVgDtvzsRhsmRuRrH-d8,"tourist_attraction, point_of_interest, establishment",Pernem,15.6585332,73.7722103,,,['photography']
Sonshe mine mini beach,"G3J5+5F3, Pissurle",4.3,3.0,ChIJKaWgLgCjvzsR4uNz22DJObw,"tourist_attraction, point_of_interest, establishment",Bicholim,15.5303923,74.0586595,,,['beaches']
Fort Aguada,"Fort Aguada Rd, Aguada Fort Area, Candolim, Goa 403515, India",4.2,106573.0,ChIJa72MxnXBvzsRHHtpszB2g6M,"tourist_attraction, point_of_interest, establishment,fort,historical",Bardez (Mapusa),15.4922519,73.7737462,,,"['fort', 'historical']"
Chapora Fort,"Chapora Fort Trail, Vagator, Anjuna, Goa 403509, India",4.2,24749.0,ChIJ56FVYsbpvzsRB6GFWwDiCzc,"point_of_interest, establishment,fort,historical",Bardez (Mapusa),15.6046375,73.7369631,,,"['fort', 'historical']"
Houses of Goa Museum,"House No, 674, Torda, near Nisha's Play School, Alto Porvorim, Salvador du Mundu, Penha de Franc, Goa 403521, India",4.2,3706.0,ChIJAxaYkwrAvzsRMoGzIYj2STg,"museum, cafe, tourist_attraction, book_store, point_of_interest, food, store, establishment",Tiswadi (Panaji),15.5303209,73.8406749,,,"['food', 'historical', 'shopping']"
Goa Chitra Museum,"H.No. 498, near Auxilium High School, Pulvaddo, Benaulim, Goa 403716, India",4.2,3069.0,ChIJ-5PLmPSzvzsRqBoUBZmqYm4,"tourist_attraction, art_gallery, museum, point_of_interest, establishment",Salcete (Margao),15.2648991,73.9413364,,,['historical']
Baina Beach,"9RR4+JPM, Beach, Baina, Mormugao, Goa 403802, India",4.2,2322.0,ChIJn9jM-MjHvzsR9KTwwkmmR8E,"point_of_interest, establishment",Mormugao (Vasco),15.3915832,73.8068001,,,['beaches']
Azad Maidan,"GR2G+2FW, MG Road, near Head Quarters, Opposite Azad Maidan, Ozari, Panaji, Goa 403001, India",4.2,1824.0,ChIJf9whPInAvzsR6nE1kxWvW1Y,"tourist_attraction, park, point_of_interest, establishment,viewpoint,historical",Tiswadi (Panaji),15.500124,73.8261919,,,"['historical', 'nature', 'scenic']"
Salcete Beach Resort,"7WH7+GXF, Salcete Beach Resort, 3rd Ward, Colva Beach Rd, Fatona, Colva, Goa 403708, India",4.2,1222.0,ChIJFTfgJlK1vzsRc8Yo-O2127Y,"lodging, point_of_interest, establishment",Salcete (Margao),15.2818475,73.9150829,,,['beaches']
Hollant Beach,"Hollant Beach, Dabolim, Goa 403806, India",4.2,788.0,ChIJZQCkofW3vzsRynAlDHSbosk,"natural_feature, establishment",Mormugao (Vasco),15.3698695,73.8619695,,,['beaches']
Uddo Beach,"JQC2+2F, Unnamed Road, 403517, Kudal, Siolim, Goa 403517, India",4.2,714.0,ChIJzZriTOLrvzsR1b9GVIihz0g,"tourist_attraction, point_of_interest, establishment,beach",Pernem,15.6208175,73.7498994,,,['beaches']
Cocos Beach Resort,"Mohan bhag, Beach, Mohanbagh, Palolem, Canacona, Goa 403702, India",4.2,682.0,ChIJL3vHrz5FvjsRi3G6CoAczGo,"lodging, point_of_interest, establishment",Canacona,15.0080706,74.0258535,,,['beaches']
Casa Araujo Alvares,"Loutolim, Goa 403718, India",4.2,230.0,ChIJQeTU91SwvzsR8j8HamK5f4U,"museum, point_of_interest, establishment",Salcete (Margao),15.3395692,73.9864543,,,['historical']
Fontainhas old quarter,"E-212, Rua 31 de Janeiro, Fontainhas (quarter), Altinho, Panaji, Goa 403001, India",4.2,206.0,ChIJgxIsopzBvzsRCUcyNtt81KI,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4955933,73.8314762,,,['historical']
Palacete Rodrigues - Heritage Holiday Mansion,"H.no, 1131, Bardez, Mazal Waddo, Anjuna, Goa 403509, India",4.2,174.0,ChIJX-9hTynqvzsRsFDhRJXbSFA,"bar, lodging, restaurant, food, point_of_interest, establishment",Bardez (Mapusa),15.5834853,73.753063,,,"['food', 'historical', 'nightlife']"
Bambolim Beach,"CVX2+RQR, Bambolim, Goa 403206, India",4.2,109.0,ChIJb-oRWo25vzsRYL3u1Oyxe_M,"tourist_attraction, point_of_interest, establishment,beach",Tiswadi (Panaji),15.4496162,73.8518753,,,['beaches']
Baga beach,"Baga beach, Calangute - Mapusa Rd, Nagva, Saligao, Goa 403516, India",4.2,103.0,ChIJtVyLxm_qvzsRKbczJzzDfGY,"natural_feature, establishment",Bardez (Mapusa),15.5592353,73.7810841,,,['beaches']
Quegdevelim Beach,"FRW4+9MQ, Mandovi River, Reis Magos, Goa 403001, India",4.2,96.0,ChIJKSK3n_DAvzsR4MfzMrEHbGE,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4959536,73.806726,,,['beaches']
Goa Best Beach Accommodation,"Goa Best Beach Accommodation, Palolem, Canacona, Goa 403702, India",4.2,84.0,ChIJVzFukFFFvjsRbm9h-6Jb93A,"natural_feature, establishment",Canacona,15.0095819,74.0235293,,,['beaches']
Raj Durga Heritage,"9XRX+JF6, Ponda - Panaji Rd, Khadpabandh, Vasco Da Gama, Ponda, Goa 403401, India",4.2,29.0,ChIJnxH9bpq6vzsRJP3xxIOYu6c,"point_of_interest, establishment",Ponda,15.3915265,73.998641,,,['historical']
Krishi Setu,"GWCW+3FQ, Near Govnali bridge, Marcel, Old Goa Road, Madapai, Ponda, Goa 403106, India",4.2,21.0,ChIJ-c1HcgC_vzsRCncr2Zugj00,"tourist_attraction, point_of_interest, establishment",Ponda,15.5202216,73.9462324,,,['historical']
Blue Lagoon Beach cola,"3X4C+RM7, Cola Beach Rd, Kola, Goa 403702, India",4.2,12.0,ChIJZ1vqOgBPvjsRklMoMVbIxCo,"tourist_attraction, point_of_interest, establishment",Canacona,15.0570292,73.9716718,,,['beaches']
Photogenic place,"9X9V+2JW, Borim",4.2,5.0,ChIJLwrqMY-xvzsROh0pEO2l08c,"tourist_attraction, point_of_interest, establishment",Ponda,15.3676034,73.9940867,,,['photography']
Dona Paula View Point,"Dona Paula Jetty, Road, Dona Paula, Panaji, Goa 403004, India",4.1,47583.0,ChIJtW8AjS7HvzsRnnAZoefYMAg,"tourist_attraction, point_of_interest, establishment,viewpoint,sunset",Tiswadi (Panaji),15.4506125,73.8029961,,,"['beaches', 'photography', 'scenic']"
Casino Pride,"Captain Of Ports Jetty, Casino Pride, Panaji, Goa 403001, India",4.1,17952.0,ChIJAQAAAJTAvzsRP4-RtdRQHng,"casino, tourist_attraction, night_club, bar, point_of_interest, establishment",Tiswadi (Panaji),15.5014739,73.8278952,,,"['beaches', 'nightlife']"
Big Foot Goa,"Cross Museum, Main Road, Salcete District, Loutolim, Goa 403718, India",4.1,8442.0,ChIJQeTU91SwvzsR4cJQMV5lu8c,"museum, art_gallery, tourist_attraction, point_of_interest, establishment,historical",Salcete (Margao),15.339727,73.9868803,,,['historical']
Mangrove Boardwalk,"Patto Centre, Panaji, Goa 403001, India",4.1,1224.0,ChIJ2cM03_jBvzsRXI4bnE6otDM,"museum, park, point_of_interest, establishment",Tiswadi (Panaji),15.4936894,73.8325406,,,"['historical', 'nature']"
Arvalem Caves,"H23F+267, Rudreshwar Colony, Harvale, Goa 403505, India",4.1,1092.0,ChIJoSA1F069vzsR_Nv7L4B_vNw,"tourist_attraction, point_of_interest, establishment,nature,caves,historical",Sattari (Valpoi),15.552527,74.0230428,,,"['historical', 'nature']"
Garça Branca Gardens,"H No. 934, NH 17B, near St. Milagres Chapel, Vanxem, Salcete, Loutolim, Madgaon, Goa 403718, India",4.1,850.0,ChIJ6yd7xk-wvzsRZ6TtH7Pu0bk,"tourist_attraction, park, point_of_interest, establishment",Dharbandora,15.3448799,73.9958822,,,"['nature', 'religious']"
Dolphin Adventures Goa (Sinquerim Jetty),"Fort aguada road sinquerim jetty candolim, Panaji, Goa 403515, India",4.1,671.0,ChIJIz69SNrBvzsRE5i32ju2Ays,"travel_agency, point_of_interest, establishment,adventure",Tiswadi (Panaji),15.4972169,73.7818865,,,"['adventure', 'beaches', 'fort', 'historical']"
Merces Bird Sanctuary,"FRRW+C54, Neugi Nagar, Mersi Tem, Goa 403005, India",4.1,573.0,ChIJLVUWB0m_vzsRIydp_djEClc,"park, point_of_interest, establishment, wildlife sanctuary, bird watching, scenic, photography, relaxation, peaceful",Tiswadi (Panaji),15.4910213,73.8454662,,,"['nature', 'peaceful', 'photography', 'relaxation', 'scenic']"
Chapora Beach,"Chapora Beach, Chapora, Goa, India",4.1,552.0,ChIJ01ErhWbpvzsRnEzT0GMVjh8,"natural_feature, establishment",Bardez (Mapusa),15.606325,73.7402468,,,['beaches']
Aguad Port & Jail Complex,"Parking, Aguada Fort, Aguada - Siolim Rd, Aguada Fort Area, Candolim, Goa 403515, India",4.1,523.0,ChIJIdHV6h3BvzsRcWh-MTFt5S4,"tourist_attraction, art_gallery, museum, restaurant, food, point_of_interest, establishment",Bardez (Mapusa),15.4926341,73.7771255,,flag,"['food', 'fort', 'historical', 'nature']"
Alorna Fort,"PW24+35C, Alorna, Goa 403503, India",4.1,339.0,ChIJGZUMw06SvzsRD4ROWUW0Vr0,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.7001787,73.9053878,,,"['fort', 'historical']"
Haatkatro Khamb,"Ella, Old Goa, Goa 403402, India",4.1,238.0,ChIJ1V6apJK-vzsR3seZXsRBSvc,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.4992048,73.9135309,,,['historical']
Adil Shah Palace Gateway,"Near Divar Jetty Old Goa, Mandrem, Goa 403402, India",4.1,167.0,ChIJrUMKXou-vzsRG2SLL5cWces,"tourist_attraction, point_of_interest, establishment,historical",Salcete (Margao),15.5056312,73.9140955,,,"['beaches', 'historical']"
Vasco Clock Tower,"Muncipal Market, Vaddem, Vasco Da Gama, Goa 403802, India",4.1,120.0,ChIJ3X-jDrrHvzsRA4RuAi7OVYE,"tourist_attraction, museum, point_of_interest, establishment",Tiswadi (Panaji),15.3965513,73.8106686,,,"['food', 'historical', 'shopping']"
Kegdole Beach,"Kegdole Beach, Goa, India",4.1,90.0,ChIJD3_kY_7AvzsRtCKhhrfR8TU,"natural_feature, establishment",Bardez (Mapusa),15.4986227,73.796598,,,['beaches']
Xandrem Beach,"Xandrem Beach, Goa, India",4.1,65.0,ChIJKUVRlVtbvjsRLyO4EGoiBWc,"natural_feature, establishment",Canacona,14.9386335,74.0459854,,,['beaches']
Varunapuri Beach,"9RJ5+44Q, Varunapuri, Mormugao, Goa 403802, India",4.1,52.0,ChIJPwQ3aLPHvzsRTr6U3_ecIh8,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3803477,73.8078643,,,['beaches']
maharaja dipaji rane's fort,"H284+PP8, Zariwada Vithallapur, Vithallapur, Sanquelim, Karapur, Goa 403505, India",4.1,30.0,ChIJ41L7g-CXvzsR18Ty6YoD0_0,"point_of_interest, establishment",Bicholim,15.5667848,74.0068242,,,"['fort', 'historical']"
"Museum of Goa, MOG","79, Estate, Pilerne Industrial Estates, Pilern, Goa 403511, India",4.0,8746.0,ChIJsz_IVjXAvzsRKB-KUSodijs,"cafe, art_gallery, food, museum, point_of_interest, establishment",Tiswadi (Panaji),15.525516,73.795263,,,"['food', 'historical']"
Majestic Pride Casino,"Majestic Pride Jetty at River Mandovi Near District And Sessions Court, 27, Rua 31 de Janeiro, Altinho, Panaji, Goa 403001, India",4.0,6939.0,ChIJjegsF0jBvzsRndaK4QiTcYY,"casino, lodging, restaurant, food, point_of_interest, establishment,nightlife",Tiswadi (Panaji),15.5004674,73.8316279,,,"['beaches', 'food', 'nightlife']"
Coco Beach,"FQXQ+XF2 Mainavaddo, Nerul - Reis Margos Rd, Goa 403114, India",4.0,6305.0,ChIJR_pxNAfBvzsRhAqjag8OtdY,"point_of_interest, establishment",Tiswadi (Panaji),15.4998804,73.7886544,,,['beaches']
Azaya Beach Resort Goa,"336/0, Village Calwaddo, Benaulim, Goa 403716, India",4.0,3253.0,ChIJCWQ_dpK-vzsR3p7Sr3HqPqQ,"spa, lodging, point_of_interest, establishment",Salcete (Margao),15.2410414,73.9273839,,,['beaches']
Ulta Pulta Museum,"UMIA QUATRO B, 5, Airport Rd, Green Valley, Dabolim, Ijorshi, Goa 403711, India",4.0,1120.0,ChIJG72jTQC5vzsR2st1JNppuI8,"museum, point_of_interest, establishment",Mormugao (Vasco),15.3870509,73.8452905,,,['historical']
San Thome Museum Back in Time,"Dabolim - Cavelossim Rd, Chadwado, Varca, Goa 403721, India",4.0,634.0,ChIJydtqTn-zvzsRWQIc9YRezQ8,"museum, tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.2398339,73.941495,,,['historical']
"Kings Casino, Goa","Noah's Ark, RND Jetty, Dayanand Bandodkar Road, Panaji",4.0,343.0,ChIJBzL7FYbAvzsRLuvR1UiqR7c,"casino, tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.5003534,73.8318225,,,"['beaches', 'nightlife']"
The Our Lady On The Mount Chapel,"GW3F+R9, Old Goa, Goa 403110, India",4.0,129.0,ChIJOZ0xvOS_vzsRwQVuIXvcIxo,"tourist_attraction, point_of_interest, establishment",Bicholim,15.5044718,73.9233285,,,"['historical', 'religious']"
Majestic Pride Jetty 1,"Ferry, Alto- Betim Porvorim, Panaji, Goa 403001, India",4.0,118.0,ChIJeUg28gTBvzsRYlIkhb3VGCE,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.5012964,73.8256892,,,['beaches']
Dolphin Boat trip and kayaking,"beach, Palolem, Canacona, Goa 403702, India",4.0,52.0,ChIJ7RmQzOFFvjsRij98A3qs2rA,"tourist_attraction, point_of_interest, establishment",Canacona,15.0114217,74.0213312,,,"['adventure', 'beaches']"
Sankhali Fort,"H274+FRH, Market Rd, Desai Nagar, Sanquelim, Goa 403505, India",4.0,9.0,ChIJHVSYAjWXvzsRce_3QFJN3sw,"point_of_interest, establishment",Bicholim,15.5636883,74.0071034,,,"['food', 'fort', 'historical', 'shopping']"
Bicholim poira sirigao road,"JV3V+MRJ, Bicholim – Poira – Sirigao - Assonora, Corjuem, Shrigao, Goa 403503, India",4.0,2.0,ChIJIZqC72OVvzsRab3VUVjKtoc,"point_of_interest, establishment",Bicholim,15.6042109,73.894511,,,['religious']
Betul Fort,"Canaguinim, Goa, India",3.9,1499.0,ChIJobqioGVMvjsRBDAPLJzsyTk,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.1409989,73.9506808,,,"['fort', 'historical']"
Corjuem Fort,"Off, Road, Corjuem, Aldona, Goa 403508, India",3.9,1078.0,ChIJi420u6uVvzsRqLpaRPrq6SI,"tourist_attraction, point_of_interest, establishment,historical,fort",Bicholim,15.5968001,73.8927884,,,"['fort', 'historical']"
Monkey Beach,"CQ2R+5F9, Unnamed Road, Bogda, Headland Sada, Vasco Da Gama, Mormugao, Goa 403804, India",3.9,310.0,ChIJo1f9PInHvzsROGswlHitpMs,"tourist_attraction, point_of_interest, establishment,beach",Mormugao (Vasco),15.4004081,73.7912483,,,['beaches']
Aguada Fort Ticket Counter,"Aguada - Siolim Rd, Sinquerim, Candolim, Goa 403515, India",3.9,59.0,ChIJl8SPaG_BvzsRDH0yEL8QGcY,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.4934619,73.7747728,,,"['fort', 'historical']"
Nauxim Beach,"FR2V+F2Q, Tiswadi, Bambolim, Goa 403206, India",3.9,34.0,ChIJX1r4L6i4vzsRCgJM-9aCFeY,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4512113,73.8426049,,,['beaches']
Gaspar Dias Fort Cannon,"FRM5+8HX, Miramar Cir, Miramar, Panaji, Goa 403001, India",3.9,9.0,ChIJubGBBADBvzsRlm-GIwNxcew,"point_of_interest, establishment",Tiswadi (Panaji),15.4833578,73.8089759,,,"['fort', 'historical']"
Dr. Salim Ali Bird Sanctuary,"GV7C+657, Ilhas, Madel, Ribandar, Goa 403102, India",3.8,3949.0,ChIJYU0mP3W_vzsReXl288rhJ9M,"tourist_attraction, park, point_of_interest, establishment, bird sanctuary, bird watching, scenic, photography, boating, peaceful",Tiswadi (Panaji),15.5130468,73.8704154,,,"['nature', 'peaceful', 'photography', 'scenic']"
Goa State Museum,"Patto Centre Building, Adilshaha Palace, Old Secretariat, Panaji instead of, Patto, Panaji, Goa 403001, India",3.8,799.0,ChIJC_YOKJvAvzsRxHcRKHiw_JQ,"museum, point_of_interest, establishment",Tiswadi (Panaji),15.5007546,73.829868,,,['historical']
Mystic Woods,"C2G6+Q47, Ponda, Pisgal, Priol, Goa 403404, India",3.8,608.0,ChIJI2vEMie7vzsRj6GD15iAWac,"tourist_attraction, museum, park, point_of_interest, establishment,nature",Ponda,15.4295587,74.0124491,,,"['historical', 'nature']"
Vaddem Beach,"Vaddem, Vasco Da Gama, Goa 403802, India",3.8,398.0,ChIJ6ROfhZrHvzsRVpkUvD1gv9o,"point_of_interest, establishment",Salcete (Margao),15.4031689,73.8277388,,,['beaches']
Fort of Mormugao,"CQ6V+MMV, Headland Sada, Vasco Da Gama, Goa 403803, India",3.8,75.0,ChIJL1-OdB3HvzsR4MgQ9kp6Clg,"point_of_interest, establishment",Mormugao (Vasco),15.4117376,73.7941706,,,"['fort', 'historical']"
Museum Solar Souto Maior,"H.NO.B-40,ST.PEDRO BAINGUINIM, Old Goa, 403402, India",3.8,29.0,ChIJB2W7l_y-vzsRlN1n1DugmKc,"museum, point_of_interest, establishment",Tiswadi (Panaji),15.4998023,73.8940311,,,['historical']
Fort Mormugao (Entrance),"CQ6V+49G, Headland Sada, Vasco Da Gama, Goa 403803, India",3.8,5.0,ChIJA0wbPQDHvzsRB1d7XDjetBI,"point_of_interest, establishment",Mormugao (Vasco),15.4103248,73.7934457,,,"['fort', 'historical']"
Ashvek Vintage World Car Museum,"12/B, Nuvem, Goa 403713, India",3.7,346.0,ChIJA44p4y2xvzsRYjVq3GXi4sk,"museum, tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.3211336,73.9414845,,,['historical']
Bimbel Beach,"Bimbel Beach, Vasco Da Gama, Goa 403801, India",3.7,32.0,ChIJCTDr0-DHvzsR9UEtahayNOE,"natural_feature, establishment",Mormugao (Vasco),15.3731347,73.8211375,,,['beaches']
Hole Beach View Point,"CQ3P+XM8, Headland Sada, Mormugao, Goa, India",3.7,3.0,ChIJ_YzheqHHvzsRvTnncPdnjy0,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4049002,73.7867089,,,"['beaches', 'scenic']"
Colvale Fort,"JVM2+X6H, Tivim, Goa 403502, India",3.6,159.0,ChIJuXkS_a6UvzsRRN83nTSYxJ4,"point_of_interest, establishment",Pernem,15.6350543,73.8505712,,,"['fort', 'historical']"
C & A adventures water sports,"beach, Bogmalo, Mormugao, Goa 403806, India",3.6,7.0,ChIJRWe7SVrHvzsRoavk_URtYgc,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.369213,73.8341244,,,"['adventure', 'beaches', 'water sports']"
Kerkar Art Complex,"GQM6+7JM, Holiday St, Gauravaddo, Calangute, Goa 403516, India",3.5,39.0,ChIJJ9made_BvzsRIjH1r4LkwGs,"tourist_attraction, museum, point_of_interest, establishment",Bardez (Mapusa),15.5331651,73.761561,,,['historical']
Dr.Sophia Waterfall,"Old Goa, Baingini, Goa 403402, India",3.5,32.0,ChIJHbPbiNy_vzsRVGBXJbg_6lU,"park, point_of_interest, establishment, waterfall, scenic, relaxation, peaceful",Tiswadi (Panaji),15.4888494,73.9013952,,,"['historical', 'nature', 'peaceful', 'relaxation', 'scenic']"
Thivim Fort,"JVM2+X5H, Tivim, Goa 403502, India",3.5,2.0,ChIJ___v_K6UvzsR7WAqHJQDxnc,"point_of_interest, establishment",Pernem,15.6349283,73.8504981,,,"['fort', 'historical']"
Wax World Museum,"GW27+4G6, Old Goa, Goa 403402, India",3.4,1997.0,ChIJ751RXI2-vzsRLoDZRIDrQc4,"tourist_attraction, museum, point_of_interest, establishment",Salcete (Margao),15.5002895,73.9136885,,,['historical']
Hidden Lotus Cave Patnem,"X2VP+Q35 patnem beach Patnem, Palolem, Canacona, Goa 403702, India",3.4,16.0,ChIJG9Sszt5bvjsRNsEFXe9XoU0,"tourist_attraction, point_of_interest, establishment",Canacona,14.9943825,74.0352404,,,['beaches']
Vasco Da Gama Old Residence,"E-250, Gomes Pereira Road, Altinho, Panaji, Goa 403001, India",3.1,15.0,ChIJEb44UADBvzsRXnmaqsZQs5A,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4981532,73.83186,,,['historical']
Floating jetty,"FRV8+69P, Panaji, Goa 403001, India",3.0,2.0,ChIJW_ESZgDBvzsRtOOTEmc4myY,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.493198,73.815714,,,['beaches']
